51|SkoBo|General Contractor|30328|4708094150|3.5|Y|122|11|user22|password|34|-84.365932|Backsplash Installation, Barn / Shed Repair, Bathroom Remodel, Cabinet Installation, Closet Build, Deck Build, Drywall/Sheetrock Repair, Family Room Remodel, , Garage Build, Glass Block Installation, Home Depot SF&I Commercial Bath, Home Depot SF&I Home Access Modification, Living Room Remodel, Paver Installation, Room Addition, Stairway Build, Stucco Repair, Sunroom/Patio Cover Installation, Barn / Shed Build, Basement Remodel, Brick,  Stone,  Block Wall Installation, Carpentry Framing, Custom Iron Door Installation, Drywall/Sheetrock Installation, Exterior Awning Installation, Foundation Repair, Garage Remodel, Hardscape, , Home Depot SF&I Concrete, , Kitchen Remodel, Marblestone Tub/Shower Installation, Pour Concrete, Siding Installation, Stucco Installation, Subfloor Installation/Replacement
8|livester|Handyman|30324|4708094107|2.5|N|170|10|user23|password|35|-83.365932|bathroom Fan Repair, Ceiling Fan Repair, Exterior Lighting Installation, Light Fixture Installation, Light Switch Installation, Outlet Repair, Ceiling Fan Installation, Exhaust Fan Installation, Home Theater Installation, Light Fixture Replacement, Outlet Installation, Surround Sound Home System Repair
21|Glifspace|Handyman|30325|4708094120|5|Y|280|8|user24|password|33.820397|-84|bathroom Fan Repair, Ceiling Fan Repair, Exterior Lighting Installation, Light Fixture Installation, Light Switch Installation, Outlet Repair, Ceiling Fan Installation, Exhaust Fan Installation, Home Theater Installation, Light Fixture Replacement, Outlet Installation, Surround Sound Home System Repair
30|YouKee|Handyman|30326|4708094129|2.5|N|55|11|user25|password|34|-84.5|bathroom Fan Repair, Ceiling Fan Repair, Exterior Lighting Installation, Light Fixture Installation, Light Switch Installation, Outlet Repair, Ceiling Fan Installation, Exhaust Fan Installation, Home Theater Installation, Light Fixture Replacement, Outlet Installation, Surround Sound Home System Repair
43|loohop|Handyman|30327|4708094142|5|Y|30|10|user26|password|35|-84.365932|bathroom Fan Repair, Ceiling Fan Repair, Exterior Lighting Installation, Light Fixture Installation, Light Switch Installation, Outlet Repair, Ceiling Fan Installation, Exhaust Fan Installation, Home Theater Installation, Light Fixture Replacement, Outlet Installation, Surround Sound Home System Repair
52|scroton|Handyman|30328|4708094151|2.5|Y|85|15|user27|password|33.820397|-83.365932|bathroom Fan Repair, Ceiling Fan Repair, Exterior Lighting Installation, Light Fixture Installation, Light Switch Installation, Outlet Repair, Ceiling Fan Installation, Exhaust Fan Installation, Home Theater Installation, Light Fixture Replacement, Outlet Installation, Surround Sound Home System Repair
9|Youbo Labs|Handyman|30324|4708094108|4.5|Y|98|11|user28|password|34|-84|bathroom Fan Repair, Ceiling Fan Repair, Exterior Lighting Installation, Light Fixture Installation, Light Switch Installation, Outlet Repair, Ceiling Fan Installation, Exhaust Fan Installation, Home Theater Installation, Light Fixture Replacement, Outlet Installation, Surround Sound Home System Repair
22|Cloudify Systems|House Cleaner|30325|4708094121|4.7|Y|120|10|user29|password|35|-84.5|Blind and Shade Cleaning, Tile and Grout Cleaning, House Cleaning, Window Cleaning
31|Janet|House Cleaner|30326|4708094130|4.5|Y|200|15|user30|password|33.820397|-84.365932|Blind and Shade Cleaning, Tile and Grout Cleaning, House Cleaning, Window Cleaning
44|LiveSy|House Cleaner|30327|4708094143|4.7|N|10|11|user31|password|34|-83.365932|Blind and Shade Cleaning, Tile and Grout Cleaning, House Cleaning, Window Cleaning
53|Plurbo|House Cleaner|30328|4708094152|4.5|Y|300|20|user32|password|35|-84|Blind and Shade Cleaning, Tile and Grout Cleaning, House Cleaning, Window Cleaning
6|Vertbox|House Cleaner|30324|4708094105|2|N|50|6|user33|password|33.820397|-84.5|Blind and Shade Cleaning, Tile and Grout Cleaning, House Cleaning, Window Cleaning
19|BoZing|House Cleaner|30325|4708094118|2.5|Y|100|8|user34|password|34|-84.5|Blind and Shade Cleaning, Tile and Grout Cleaning, House Cleaning, Window Cleaning
28|cloudzizzl|House Cleaner|30326|4708094127|2|Y|122|8|user35|password|35|-84.365932|Blind and Shade Cleaning, Tile and Grout Cleaning, House Cleaning, Window Cleaning
41|kabfish|House Cleaner|30327|4708094140|2.5|Y|170|6|user36|password|34|-83.365932|Blind and Shade Cleaning, Tile and Grout Cleaning, House Cleaning, Window Cleaning
50|Raify|House Cleaner|30328|4708094149|2|N|280|10|user37|password|35|-84|Blind and Shade Cleaning, Tile and Grout Cleaning, House Cleaning, Window Cleaning
10|xobee|Painter|30324|4708094109|5|Y|55|15|user38|password|33.820397|-84.5|Cabinet/Floor Wood Renewal,Concrete Staining,Deck Painting/Staining,Fence Painting,Interior Painting,Wallpaper Removal,Cabinetry Painting,Custom Mural Painting,Exterior Painting,Garage Floor Painting,Wall Texturing
23|Truzing Collective|Painter|30325|4708094122|5|Y|30|11|user39|password|34|-84.365932|Cabinet/Floor Wood Renewal,Concrete Staining,Deck Painting/Staining,Fence Painting,Interior Painting,Wallpaper Removal,Cabinetry Painting,Custom Mural Painting,Exterior Painting,Garage Floor Painting,Wall Texturing
32|ILy|Painter|30326|4708094131|5|N|85|20|user40|password|35|-83.365932|Cabinet/Floor Wood Renewal,Concrete Staining,Deck Painting/Staining,Fence Painting,Interior Painting,Wallpaper Removal,Cabinetry Painting,Custom Mural Painting,Exterior Painting,Garage Floor Painting,Wall Texturing
45|Adkee|Painter|30327|4708094144|5|Y|98|15|user41|password|33.820397|-84|Cabinet/Floor Wood Renewal,Concrete Staining,Deck Painting/Staining,Fence Painting,Interior Painting,Wallpaper Removal,Cabinetry Painting,Custom Mural Painting,Exterior Painting,Garage Floor Painting,Wall Texturing
54|Youhop Labs|Painter|30328|4708094153|5|N|120|8|user42|password|34|-84.5|Cabinet/Floor Wood Renewal,Concrete Staining,Deck Painting/Staining,Fence Painting,Interior Painting,Wallpaper Removal,Cabinetry Painting,Custom Mural Painting,Exterior Painting,Garage Floor Painting,Wall Texturing
13|YouZing|Painter|30324|4708094112|4|Y|30|6|user43|password|35|-84.365932|Cabinet/Floor Wood Renewal,Concrete Staining,Deck Painting/Staining,Fence Painting,Interior Painting,Wallpaper Removal,Cabinetry Painting,Custom Mural Painting,Exterior Painting,Garage Floor Painting,Wall Texturing
26|QuirbBee|Painter|30326|4708094125|5|N|110|8|user44|password|33.820397|-83.365932|Cabinet/Floor Wood Renewal,Concrete Staining,Deck Painting/Staining,Fence Painting,Interior Painting,Wallpaper Removal,Cabinetry Painting,Custom Mural Painting,Exterior Painting,Garage Floor Painting,Wall Texturing
35|Xogo Designs|Painter|30327|4708094134|4|Y|230|8|user45|password|34|-84|Cabinet/Floor Wood Renewal,Concrete Staining,Deck Painting/Staining,Fence Painting,Interior Painting,Wallpaper Removal,Cabinetry Painting,Custom Mural Painting,Exterior Painting,Garage Floor Painting,Wall Texturing
48|Smugbo Systems|Painter|30328|4708094147|5|N|110|6|user46|password|35|-84.5|Cabinet/Floor Wood Renewal,Concrete Staining,Deck Painting/Staining,Fence Painting,Interior Painting,Wallpaper Removal,Cabinetry Painting,Custom Mural Painting,Exterior Painting,Garage Floor Painting,Wall Texturing
11|Rasense Collective|Plumber|30324|4708094110|4.7|Y|200|20|user47|password|33.820397|-84.5|Bathtub Repair, Faucet Repair, Home Depot H2O Treatment Add on, Repair a Leak, Shower Door Installation, Sink Repair, Dishwasher Repair, Gas Fireplace Install/Conversion, Ice Maker Water Line Installation, Sewer Line Installation or ReplacementShower Repair, Toilet Repair
24|Vertsauce Labs|Plumber|30326|4708094123|4|N|10|15|user48|password|34|-84.365932|Bathtub Repair, Faucet Repair, Home Depot H2O Treatment Add on, Repair a Leak, Shower Door Installation, Sink Repair, Dishwasher Repair, Gas Fireplace Install/Conversion, Ice Maker Water Line Installation, Sewer Line Installation or ReplacementShower Repair, Toilet Repair
33|bogo|Plumber|30326|4708094132|4.7|Y|300|8|user49|password|35|-83.365932|Bathtub Repair, Faucet Repair, Home Depot H2O Treatment Add on, Repair a Leak, Shower Door Installation, Sink Repair, Dishwasher Repair, Gas Fireplace Install/Conversion, Ice Maker Water Line Installation, Sewer Line Installation or ReplacementShower Repair, Toilet Repair
46|Remnit|Plumber|30327|4708094145|4|Y|50|20|user50|password|34|-84|Bathtub Repair, Faucet Repair, Home Depot H2O Treatment Add on, Repair a Leak, Shower Door Installation, Sink Repair, Dishwasher Repair, Gas Fireplace Install/Conversion, Ice Maker Water Line Installation, Sewer Line Installation or ReplacementShower Repair, Toilet Repair
55|adly|Plumber|30328|4708094154|4.7|Y|100|6|user51|password|35|-84.5|Bathtub Repair, Faucet Repair, Home Depot H2O Treatment Add on, Repair a Leak, Shower Door Installation, Sink Repair, Dishwasher Repair, Gas Fireplace Install/Conversion, Ice Maker Water Line Installation, Sewer Line Installation or ReplacementShower Repair, Toilet Repair
12|jala|Plumber|30324|4708094111|5|N|122|8|user52|password|33.820397|-84.365932|Bathtub Repair, Faucet Repair, Home Depot H2O Treatment Add on, Repair a Leak, Shower Door Installation, Sink Repair, Dishwasher Repair, Gas Fireplace Install/Conversion, Ice Maker Water Line Installation, Sewer Line Installation or ReplacementShower Repair, Toilet Repair
25|trunet|Plumber|30326|4708094124|2|Y|170|20|user53|password|34|-83.365932|Bathtub Repair, Faucet Repair, Home Depot H2O Treatment Add on, Repair a Leak, Shower Door Installation, Sink Repair, Dishwasher Repair, Gas Fireplace Install/Conversion, Ice Maker Water Line Installation, Sewer Line Installation or ReplacementShower Repair, Toilet Repair
34|IniSter|Plumber|30326|4708094133|5|Y|280|6|user54|password|35|-84|Bathtub Repair, Faucet Repair, Home Depot H2O Treatment Add on, Repair a Leak, Shower Door Installation, Sink Repair, Dishwasher Repair, Gas Fireplace Install/Conversion, Ice Maker Water Line Installation, Sewer Line Installation or ReplacementShower Repair, Toilet Repair
47|IniMee|Plumber|30328|4708094146|2|Y|55|8|user55|password|33.820397|-84.5|Bathtub Repair, Faucet Repair, Home Depot H2O Treatment Add on, Repair a Leak, Shower Door Installation, Sink Repair, Dishwasher Repair, Gas Fireplace Install/Conversion, Ice Maker Water Line Installation, Sewer Line Installation or ReplacementShower Repair, Toilet Repair
